attribute	symbol	geneid
NM_014439	FIL1(ZETA)	_
NM_014440	FIL1(EPSILON)	_
NM_014438	FIL1	_
Contig46960_RC	FIGNL1	63979
NM_018086	FIGN	55137
NM_004469	FIGF	100532742
NM_004214	FIBP	9158
NM_006684	FHR-4	_
X68679	FHR-3	_
NM_021023	FHR-3	_
NM_013241	FHOS	_
NM_004468	FHL3	2275
NM_001450	FHL2	2274
NM_001449	FHL1	2273
NM_002012	FHIT	2272
NM_000143	FH	2271
NM_005248	FGR	2268
NM_006682	FGL2	10875
NM_004467	FGL1	2267
NM_000509	FGG	2266
NM_017862	FGFRL1	53834
AF202063	FGFR4	2264
NM_002011	FGFR4	2264
NM_000142	FGFR3	2261
NM_000141	FGFR2	2263
X66945	FGFR1	2260
NM_015850	FGFR1	2260
NM_002010	FGF9	2254
NM_006119	FGF8	2253
NM_002009	FGF7	2252
NM_020996	FGF6	2251
X63454	FGF6	2251
NM_004464	FGF5	2250
NM_002007	FGF4	2249
NM_005247	FGF3	2248
NM_020638	FGF23	8074
NM_019113	FGF21	26291
NM_019851	FGF20	26281
NM_002006	FGF2	2247
NM_005117	FGF19	9965
NM_003862	FGF18	8817
NM_003867	FGF17	8822
NM_003868	FGF16	8823
NM_004115	FGF14	283480
NM_004114	FGF13	2258
NM_004113	FGF12B	_
U66197	FGF12	2257
Contig49632_RC	FGF11	2256
NM_004112	FGF11	2256
NM_004465	FGF10	2255
NM_000800	FGF1	2246
AK000004	FGD3	89846
NM_004463	FGD1	2245
J00129	FGB	2244
NM_000508	FGA	2243
NM_005102	FEZ2	9637
NM_013295	FEZ2	9637
NM_005103	FEZ1	9638
NM_014375	FETUB	26998
NM_002005	FES	2242
NM_013451	FER1L3	_
NM_005246	FER	2241
NM_004111	FEN1	2237
NM_015322	FEM1B	10116
AL133021	FELL	_
NM_000140	FECH	2235
NM_006051	FE65L2	_
NM_004110	FDXR	2232
NM_004109	FDX1	2230
NM_002004	FDPS	2224
NM_004462	FDFT1	2222
NM_003665	FCN3	8547
NM_015838	FCN2	2220
NM_015839	FCN2	2220
NM_004108	FCN2	2220
NM_002003	FCN1	2219
NM_006731	FCMD	_
NM_004107	FCGRT	2217
J04162	FCGR3B	2215
NM_000569	FCGR3A	2214
NM_004001	FCGR2B	2213
M31932	FCGR2A	2212
X14356	FCGR1A	2209
NM_000566	FCGR1A	2209
NM_003890	FCGBP	8857
NM_002002	FCER2	2208
NM_004106	FCER1G	2207
NM_002001	FCER1A	2205
NM_002000	FCAR	2204
NM_012165	FBXW3	_
NM_012164	FBXW2	26190
AB014596	FBXW1B	_
NM_012347	FBXO9	26268
AF233224	FBXO8	26269
NM_012179	FBXO7	25793
AF129536	FBXO6	26270
NM_018438	FBXO6	26270
NM_012177	FBXO5	26271
AF090885	FBXO5	26271
AF176703	FBXO4	26272
NM_012175	FBXO3	26273
AF176707	FBXO29	_
AF174605	FBXO25	26260
AF174604	FBXO24	26261
AB020682	FBXO21	23014
NM_012168	FBXO2	26232
AF176701	FBXL9	_
NM_012304	FBXL7	23194
AF157323	FBXL5	26234
NM_012160	FBXL4	26235
AF126028	FBXL3A	_
AK001438	FBXL2	25827
AB023221	FBXL11	_
NM_003837	FBP2	8789
NM_000507	FBP1	2203
NM_001999	FBN2	2201
NM_000138	FBN1	2200
NM_006329	FBLN5	10516
NM_001998	FBLN2	2199
NM_006485	FBLN1	2192
NM_006486	FBLN1	2192
NM_006487	FBLN1	2192
NM_001996	FBLN1	2192
NM_001436	FBL	2091
NM_001997	FAU	2197
AF231022	FAT2	2196
NM_005245	FAT	_
NM_006712	FASTK	10922
NM_004104	FASN	2194
NM_004461	FARSL	_
NM_006567	FARS1	_
NM_005766	FARP1	10160
NM_007070	FAP48	_
U63542	FAP protein	2191
NM_004460	FAP	2191
NM_004629	FANCG	2189
AK001716	FANCF	2188
NM_000136	FANCC	2176
NM_000135	FANCA	2175
Contig34556_RC	FANCA	2175
NM_004459	FALZ	_
NM_000137	FAH	2184
NM_007051	FAF1	11124
AF134404	FADS3	3995
NM_004265	FADS2	9415
AF035284	FADS1	3992
NM_013402	FADS1	3992
NM_003824	FADD	8772
NM_003645	FACVL1	_
NM_007192	FACTP140	_
NM_016234	FACL5	_
NM_004458	FACL4	_
NM_004457	FACL3	_
D10040	FACL2	_
NM_001995	FACL1	_
NM_001446	FABP7	2173
NM_001445	FABP6	2172
NM_001444	FABP5	2171
NM_001442	FABP4	2167
NM_004102	FABP3	2170
NM_000134	FABP2	2169
NM_001443	FABP1	2168
AL050372	FAAH	2166
NM_001441	FAAH	2166
Contig45605_RC	FAAH	2166
NM_000133	F9	2158
NM_012151	F8A	_
NM_000132	F8	2157
NM_000131	F7	2155
NM_019616	F7	2155
NM_000130	F5	2153
NM_001993	F3	2152
NM_003950	F2RL3	9002
NM_004101	F2RL2	2151
NM_005242	F2RL1	2150
NM_001992	F2R	2149
Contig1295_RC	F25965	_
AL137752	F25965	_
NM_019088	F23149_1	_
Contig45457_RC	F22329_1	_
NM_000506	F2	2147
NM_019108	F17127_1	_
Contig56821_RC	F17127_1	_
NM_001994	F13B	2165
NM_000129	F13A1	2162
X77744	F11	2160
NM_000128	F11	2160
NM_019559	F11	2160
NM_000504	F10	2159
AF176706	F-box protein FBX11	_
NM_004456	EZH2	2146
NM_001991	EZH1	2145
NM_004100	EYA4	2070
NM_001990	EYA3	ENSG00000237895
NM_005244	EYA2	2139
NM_000503	EYA1	2138
NM_001440	EXTL3	2137
AF000416	EXTL2	2135
NM_004455	EXTL1	2134
NM_000401	EXT2	2132
NM_000127	EXT1	2131
NM_003686	EXO1	9156
NM_006027	EXO1	9156
NM_013986	EWSR1	2130
NM_005243	EWSR1	2130
NM_001988	EVPL	2125
NM_005665	EVI5	7813
NM_006495	EVI2B	2124
NM_014210	EVI2A	2123
NM_014556	EVC	2121
NM_005797	EVA1	_
NM_001987	ETV6	2120
NM_004454	ETV5	ENSG00000234197
U18018	ETV4	2118
L16464	ETV3	2117
AF000671	ETV2	2116
NM_004956	ETV1	2115
Contig55387_RC	ETS2	2114
NM_005239	ETS2	2114
NM_005238	ETS1	2113
NM_004907	ETR101	_
NM_004453	ETFDH	2110
NM_001985	ETFB	2109
NM_000126	ETFA	2108
Contig53550_RC	ETF1	2107
NM_004730	ETF1	2107
NM_019002	ETAA16	_
NM_004767	ET(B)R-LP-2	_
Contig50194_RC	EST00098	_
Contig33364_RC	EST-YD1	_
NM_021208	EST-YD1	_
NM_001438	ESRRG	2104
NM_004452	ESRRB	2103
NM_004451	ESRRA	2101
AB006589	ESR2	2100
NM_001437	ESR2	2100
NM_000125	ESR1	2099
NM_007036	ESM1	11082
AF112219	ESD	2098
NM_006387	ERPROT213-21	_
NM_004911	ERP70	_
Contig3845_RC	ERP70	_
NM_014584	ERO1L	30001
NM_019891	ERO1-L(BETA)	_
NM_001433	ERN1	2081
NM_004450	ERH	2079
Contig38892_RC	ERG-1	_
NM_004449	ERG	2078
NM_006494	ERF	2077
NM_001432	EREG	2069
NM_000124	ERCC6	2074
NM_000123	ERCC5	100533467
NM_005236	ERCC4	2072
NM_000122	ERCC3	2071
X52221	ERCC2	2068
AF041410	ERCC2	2068
NM_001983	ERCC1	2067
NM_005235	ERBB4	2066
NM_001982	ERBB3	2065
NM_018695	ERBB2IP	55914
NM_004448	ERBB2	2064
AF082657	ERAL1	26284
NM_000502	EPX	8288
NM_004447	EPS8	2059
Contig40824	EPS15R	_
NM_021235	EPS15R	_
NM_001981	EPS15	2060
NM_004446	EPRS	2058
AL118493	EPPIN3	_
NM_000121	EPOR	2057
NM_000799	EPO	2056
AF084535	EPM2A	7957
NM_016357	EPLIN	_
NM_001980	EPIM	_
NM_001979	EPHX2	2053
NM_000120	EPHX1	2052
NM_004445	EPHB6	2051
NM_004444	EPHB4	2050
NM_004443	EPHB3	2049
Contig49445_RC	EPHB2	2048
AF025304	EPHB2	2048
NM_004441	EPHB1	2047
AB040892	EPHA8	2046
NM_020526	EPHA8	2046
NM_004440	EPHA7	2045
X95425	EPHA5	2044
NM_004438	EPHA4	2043
NM_005233	EPHA3	2042
NM_004431	EPHA2	1969
NM_005232	EPHA1	2041
Contig59294_RC	EPC1	80314
NM_004099	EPB72	_
NM_001978	EPB49	2039
NM_000119	EPB42	2038
NM_012307	EPB41L3	23136
NM_001431	EPB41L2	2037
AB002336	EPB41L1	2036
J03796	EPB41	2035
NM_004437	EPB41	2035
NM_001430	EPAS1	2034
AF052094	EPAS1	2034
L22650	EPAG	10824
NM_006105	EPAC	_
NM_001429	EP300	2033
AB031038	EOMES	8320
NM_001247	ENTPD6	955
NM_001249	ENTPD5	957
NM_001248	ENTPD3	285266
NM_001246	ENTPD2	954
NM_001776	ENTPD1	953
NM_004436	ENSA	2029
Contig50822_RC	ENPP5	59084
NM_014936	ENPP4	22875
NM_005021	ENPP3	5169
NM_006209	ENPP2	5168
D12485	ENPP1	5167
NM_001977	ENPEP	2028
NM_001976	ENO3	2027
NM_001975	ENO2	2026
NM_014355	ENO1B	_
NM_001428	ENO1	ENSG00000236269
NM_005451	ENIGMA	_
NM_000118	ENG	2022
AF217798	endooligopeptidase A	_
NM_005728	ENDOGL2	_
NM_005107	ENDOGL1	_
NM_004435	ENDOG	2021
NM_003633	ENC1	8507
AF210247	ENAM	10117
NM_001427	EN2	2020
NM_001426	EN1	2019
X68880	EMX2	2018
NM_005231	EMS1	_
NM_013447	EMR2	30817
NM_001974	EMR1	2015
NM_001425	EMP3	2014
NM_001424	EMP2	2013
Contig47235_RC	EMP1	2012
NM_001423	EMP1	2012
NM_004954	EMK1	_
NM_007046	EMILIN	_
AL050138	EMILIN	_
NM_000117	EMD	2010
NM_004434	EMAPL	_
NM_012155	EMAP-2	_
Contig39317_RC	ELSPBP1	64100
Contig35860_RC	ELOVL4	6785
Contig36798_RC	ELOVL4	6785
NM_017770	ELOVL2	54898
NM_016031	ELOVL1	64834
NM_000501	ELN	2006
NM_012081	ELL2	22936
NM_006532	ELL	8178
AF157562	ELL	8178
NM_001973	ELK4	2005
NM_005230	ELK3	2004
NM_005229	ELK1	2002
NM_001422	ELF5	2001
NM_001421	ELF4	2000
NM_004433	ELF3	1999
NM_006874	ELF2	1998
M82882	ELF1	1997
M62843	ELAVL4	1996
NM_001420	ELAVL3	1995
NM_004432	ELAVL2	1993
Contig50807_RC	ELAVL2	1993
NM_001419	ELAVL1	1994
NM_018696	ELAC1	55520
NM_007352	ELA3B	_
NM_005747	ELA3A	_
NM_001972	ELA2	_
NM_001971	ELA1	_
NM_018638	EKI1	_
NM_020390	EIF5A2	56648
NM_001970	EIF5A	1984
NM_001969	EIF5	1983
NM_003760	EIF4G3	8672
NM_001418	EIF4G2	1982
NM_004953	EIF4G1	1981
NM_004846	EIF4EL3	_
NM_003732	EIF4EBP3	404734
NM_004096	EIF4EBP2	1979
NM_004095	EIF4EBP1	1978
NM_001968	EIF4E	1977
NM_001417	EIF4B	1975
AL137681	EIF4A2	1974
NM_001967	EIF4A2	1974
AI559539_RC	EIF4A2	1974
NM_001416	EIF4A1	100533955
NM_003751	EIF3S9	_
NM_003752	EIF3S8	_
NM_003753	EIF3S7	_
NM_001568	EIF3S6	_
NM_003754	EIF3S5	_
NM_003755	EIF3S4	_
NM_003756	EIF3S3	_
NM_003757	EIF3S2	_
NM_003750	EIF3S10	_
NM_003758	EIF3S1	_
NM_001415	EIF2S3	1968
NM_003908	EIF2S2	8894
NM_004094	EIF2S1	1965
Contig176_RC	EIF2S1	1965
AF121255	EIF2C2	27161
NM_012199	EIF2C1	26523
U23028	EIF2B5	ENSG00000227509
NM_020365	EIF2B3	8891
NM_014239	EIF2B2	8892
NM_001414	EIF2B1	1967
NM_004836	EIF2AK3	9451
NM_004681	EIF1AY	9086
NM_001412	EIF1A	_
NM_019114	EHM2	_
Contig19698_RC	EHM2	_
NM_001966	EHHADH	1962
NM_012153	EHF	26298
AF181265	EHD4	30844
NM_014600	EHD3	30845
NM_014601	EHD2	30846
NM_006795	EHD1	10938
NM_001965	EGR4	1961
NM_004430	EGR3	1960
NM_000399	EGR2	1959
NM_001964	EGR1	1958
NM_005228	EGFR	1956
NM_015507	EGFL6	25975
AB011542	EGFL5	_
AB011539	EGFL3	_
NM_001963	EGF	1950
Contig54228_RC	EG:25E8.2	_
NM_005864	EFS2	_
NM_001406	EFNB3	1949
NM_004093	EFNB2	1948
NM_004429	EFNB1	1947
NM_001962	EFNA5	1946
NM_005227	EFNA4	1945
NM_004952	EFNA3	1944
NM_004428	EFNA1	1942
NM_016938	EFEMP2	30008
NM_018894	EFEMP1	2202
NM_004105	EFEMP1	2202
NM_001961	EEF2	1938
NM_001404	EEF1G	1937
NM_004280	EEF1E1	9521
NM_001960	EEF1D	1936
NM_001959	EEF1B2	1933
X60656	EEF1B1	_
NM_001958	EEF1A2	1917
NM_001403	EEF1A1L14	_
NM_001402	EEF1A1	1915
Contig2108_RC	EEF1A1	1915
AF099032	EED	8726
NM_003566	EEA1	8411
NM_004427	EDR2	_
NM_000115	EDNRB	1910
NM_003991	EDNRB	1910
NM_001957	EDNRA	1909
NM_000114	EDN3	1908
NM_001956	EDN2	1907
NM_001955	EDN1	1906
NM_005711	EDIL3	10085
NM_012152	EDG7	_
NM_004230	EDG5	_
NM_004720	EDG4	_
NM_005226	EDG3	_
NM_001401	EDG2	_
NM_016537	EDG1	_
NM_001400	EDG1	_
NM_003792	EDF1	8721
AF130988	EDAR	10913
NM_018437	EDAG-1	_
NM_001399	ED1	_
Contig25991	ECT2	1894
NM_001393	ECM2	1842
NM_004425	ECM1	1893
NM_004092	ECHS1	1892
NM_001398	ECH1	1891
NM_001953	ECGF1	_
NM_004826	ECEL1	9427
NM_001397	ECE1	1889
NM_019841	ECAC1	_
NM_006579	EBP	10682
NM_005755	EBI3	10148
NM_004951	EBI2	_
AF208502	EBF	_
NM_006470	EBBP	_
NM_004215	EBAG9	9166
NM_003240	EBAF	_
NM_007241	EAP30	_
NM_004424	E4F1	1877
X82693	E48	_
NM_013236	E46L	_
S72422	E2k	_
NM_014367	E2IG5	_
NM_015516	E2IG4	_
NM_014366	E2IG3	_
NM_001952	E2F6	1876
NM_001951	E2F5	1875
NM_001950	E2F4	1874
NM_001949	E2F3	1871
NM_004091	E2F2	1870
M96577	E2F1	1869
NM_014501	E2-EPF	_
NM_007040	E1B-AP5	_
NM_000113	DYT1	_
S71486	dystrophin	_
NM_003494	DYSF	8291
Y09305	DYRK4	8798
NM_003582	DYRK3	8444
NM_006482	DYRK2	8445
NM_001396	DYRK1A	1859
M99578	DXYS155E	_
NM_005088	DXYS155E	_
L03426	DXYS155E	_
Contig56534_RC	DXS9928E	_
NM_004699	DXS9928E	_
NM_006014	DXS9879E	_
NM_014380	DXS6984E	_
NM_005745	DXS1357E	_
U03886	DXS1283E	_
NM_012080	DXF68S1E	_
NM_004423	DVL3	1857
NM_004422	DVL2	1856
NM_004421	DVL1	1855
NM_012148	DUX3	26582
NM_012147	DUX2	26583
AJ001481	DUX1	26584
NM_001948	DUT	1854
Contig48716_RC	DUT	1854
NM_001395	DUSP9	1852
NM_004420	DUSP8	1850
X93921	DUSP7	1849
NM_001946	DUSP6	1848
NM_004419	DUSP5	1847
NM_001394	DUSP4	1846
AL049417	DUSP3	1845
NM_004090	DUSP3	1845
NM_004418	DUSP2	1844
NM_007240	DUSP12	11266
NM_003584	DUSP11	8446
AB026436	DUSP10	11221
NM_004417	DUSP1	1843
NM_014080	DUOX2	50506
NM_017434	DUOX1	53905
NM_012145	DTYMK	1841
Contig53347_RC	DTX1	1840
NM_004416	DTX1	1840
NM_001945	DTR	_
Y15718	DTNB	1838
NM_001390	DTNA	1837
NM_001391	DTNA	1837
NM_001392	DTNA	1837
NM_006304	DSS1	_
AF094508	DSPP	1834
NM_004950	DSPG3	_
NM_004415	DSP	1832
NM_004089	DSIPI	_
NM_001944	DSG3	1830
NM_001943	DSG2	1829
NM_001942	DSG1	1828
NM_018962	DSCR6	53820
NM_016430	DSCR5	_
NM_005867	DSCR4	10281
NM_006052	DSCR3	10311
NM_003720	DSCR2	_
AI005338_RC	DSCR1L2	_
NM_013441	DSCR1L2	_
NM_005822	DSCR1L1	_
NM_004414	DSCR1	_
AF217525	DSCAM	ENSG00000235123
AK001100	DSC3	1825
NM_001941	DSC3	1825
X56807	DSC2	1824
NM_004948	DSC1	1823
NM_001940	DRPLA	_
NM_001939	DRP2	1821
NM_014503	DRIM	_
NM_006465	DRIL2	_
NM_005224	DRIL1	_
NM_001388	DRG2	1819
NM_004147	DRG1	4733
NM_000798	DRD5	1816
NM_000797	DRD4	1815
NM_000796	DRD3	1814
NM_016574	DRD2	1813
NM_000795	DRD2	1813
NM_000794	DRD1	1812
NM_006442	DRAP1	10589
Contig3164_RC	DRAP1	10589
NM_014452	DR6	_
AL137673	DR1	1810
Contig51997_RC	DR1	1810
NM_001938	DR1	1810
AB006713	DPYSL4	10570
NM_001387	DPYSL3	1809
Contig35123_RC	DPYSL3	1809
NM_001386	DPYSL2	1808
NM_001385	DPYS	1807
NM_000110	DPYD	ENSG00000232542
NM_001937	DPT	1805
NM_013379	DPP7	29952
Contig47741_RC	DPP6	1804
NM_001936	DPP6	1804
NM_001935	DPP4	1803
AJ271216	DPP3	10072
NM_018973	DPM3	54344
NM_003863	DPM2	8818
NM_003859	DPM1	8813
NM_001384	DPH2L2	_
NM_001383	DPH2L1	_
NM_004413	DPEP1	1800
NM_001382	DPAGT1	1798
NM_017613	DONSON	29980
NM_005510	DOM3Z	1797
NM_003974	DOK2	9046
NM_001381	DOK1	1796
AB002297	DOCK3	1795
D86964	DOCK2	1794
Contig51740_RC	DOCK1	1793
NM_001380	DOCK1	1793
NM_003585	DOC2B	8447
NM_003586	DOC2A	8448
NM_014890	DOC1	_
NM_005851	DOC-1R	_
NM_004088	DNTT	1791
NM_014595	DNT	_
NM_020346	DNPI	_
NM_012100	DNPEP	23549
NM_013369	DNMT3L	29947
NM_006892	DNMT3B	1789
AF067972	DNMT3A	1788
NM_004412	DNMT2	_
NM_001379	DNMT1	1786
NM_004945	DNM2	1785
NM_005690	DNM1L	10059
NM_012062	DNM1L	10059
NM_012063	DNM1L	10059
NM_004408	DNM1	1759
NM_018637	DNJ3	_
NM_004222	DNJ3	_
NM_006141	DNCLI2	_
AL137519	DNCI2	_
NM_004411	DNCI1	_
AB002323	DNCH1	_
Contig51966_RC	DNCH1	_
AF118274	DNB5	_
NM_001375	DNASE2	1777
NM_004944	DNASE1L3	1776
NM_001374	DNASE1L2	1775
NM_006730	DNASE1L1	1774
NM_005223	DNASE1	1773
NM_006566	DNAM-1	_
NM_005740	DNAL4	10126
Contig3538_RC	DNAJL1	_
NM_014280	DNAJC8	22826
NM_003315	DNAJC7	7266
NM_014787	DNAJC6	9829
NM_005528	DNAJC4	3338
NM_006260	DNAJC3	ENSG00000247400
NM_012328	DNAJB9	4189
NM_005494	DNAJB6	10049
NM_012266	DNAJB5	25822
NM_007034	DNAJB4	11080
NM_006736	DNAJB2	3300
NM_017626	DNAJB12	54788
NM_016306	DNAJB11	51726
NM_006145	DNAJB1	3337
NM_018602	DNAJA4	55466
NM_005147	DNAJA3	9093
NM_005880	DNAJA2	10294
NM_001539	DNAJA1	3301
AL137526	DNAI2	64446
NM_012144	DNAI1	27019
AF257737	DNAH9	1770
NM_004662	DNAH9	1770
Z83801	DNAH7	56171
AL122077	DNAH17	8632
D42046	DNA2L	_
S69873	DNA polymerase beta	_
AF144233	DNA binding peptide	_
NM_005509	DMXL1	1657
AF084530	DMTF1	9988
NM_021145	DMTF1	9988
Y19052	DMRT2	10655
AF130728	DMRT1	1761
NM_004409	DMPK	1760
NM_004407	DMP1	1758
NM_013391	DMGDH	29958
NM_000109	DMD	1756
NM_004010	DMD	1756
NM_004019	DMD	1756
NM_007068	DMC1	11144
NM_017579	DMBT1	1755
NM_004406	DMBT1	1755
NM_005222	DLX6	285987
NM_005221	DLX5	1749
NM_001934	DLX4	1748
NM_005220	DLX3	1747
NM_004405	DLX2	1746
NM_001933	DLST	1743
NM_019074	DLL4	54567
NM_016941	DLL3	10683
NM_005618	DLL1	28514
NM_003836	DLK1	8788
AF119818	DLGAP2	9228
NM_004745	DLGAP2	9228
NM_004746	DLGAP1	9229
NM_004747	DLG5	9231
NM_001365	DLG4	1742
U49089	DLG3	1741
NM_021120	DLG3	1741
NM_001364	DLG2	1740
NM_004087	DLG1	1739
NM_006021	DLEU2	8847
NM_005887	DLEU1	10301
NM_005106	DLEC1	9940
NM_000108	DLD	1738
AL117604	DLC1	10395
NM_006094	DLC1	10395
Y00978	DLAT	1737
NM_014420	DKK4	27121
NM_015881	DKK3	27122
NM_013253	DKK3	27122
NM_014421	DKK2	27123
NM_012242	DKK1	22943
Contig56416_RC	DKFZp762P2111	_
Contig43385_RC	DKFZp762O076	_
Contig55966_RC	DKFZP762N2316	_
AB040903	DKFZp762N0610	_
Contig50463_RC	DKFZp762M186	_
Contig2612_RC	DKFZp762M136	_
AB037802	DKFZp762L1710	_
Contig3566_RC	DKFZp762L0311	_
AB032948	DKFZp762K2015	_
AK000860	DKFZP762I166	_
Contig40830_RC	DKFZp762H1311	_
Contig54321_RC	DKFZp762F2011	_
NM_020162	DKFZp762F2011	_
Contig42291_RC	DKFZp762E1511	_
NM_018410	DKFZp762E1312	_
Contig39763_RC	DKFZp762D1011	_
AL162066	DKFZp762D096	_
AL162062	DKFZp762B245	_
AB033034	DKFZp762B226	_
AL157431	DKFZp762A227	_
NM_018423	DKFZp761P1010	_
AL162045	DKFZp761P0212	284187
AL137506	DKFZp761O031	_
NM_018409	DKFZp761O0113	_
AL353947	DKFZp761N1814	_
AF038190	DKFZP761N09121	_
AL137347	DKFZP761M1511	_
AL162044	DKFZp761L0812	_
AB033043	DKFZP761L0424	_
NM_017597	DKFZp761K1824	_
NM_018422	DKFZp761K1423	_
AL162078	DKFZp761H229	_
NM_017601	DKFZp761H221	_
AL137502	DKFZP761H171	_
Contig2857_RC	DKFZp761G2113	_
AL353952	DKFZp761G1923	_
AL157475	DKFZp761G151	_
AL353933	DKFZp761G0313	_
AL137311	DKFZp761G02121	_
NM_020215	DKFZp761F2014	_
AL137432	DKFZP761E1824	_
AL137310	DKFZp761E13121	_
AL353943	DKFZp761E0611	_
AL137423	DKFZp761E0323	_
AL137431	DKFZP761D2324	_
NM_018421	DKFZp761D1823	_
NM_017610	DKFZp761D081	_
NM_017599	DKFZp761C241	_
AL137340	DKFZP761C1711	57796
AL161991	DKFZP761C169	_
NM_017594	DKFZp761C07121	_
AL137452	DKFZp761C029	_
Contig55103_RC	DKFZp761B2423	_
AL137422	DKFZp761A1623	_
AL137509	DKFZp761A052	_
AL096738	DKFZP727M231	_
AB037824	DKFZP727M111	_
AL117478	DKFZP727I051	_
AL137315	DKFZp727I021	_
AL117477	DKFZP727G051	_
AB033093	DKFZP727C091	_
AL117473	DKFZP727A071	_
AL050114	DKFZP586P2219	_
NM_015478	DKFZP586P1522	_
AL080220	DKFZP586P0123	_
NM_016194	DKFZp586O1922	_
Contig54416_RC	DKFZP586O1624	_
AL117666	DKFZP586O1624	_
AL137571	DKFZp586O1621	_
NM_015592	DKFZP586O1422	_
AL096741	DKFZP586O0223	_
NM_014077	DKFZP586O0120	_
AL110168	DKFZP586N2124	_
AL117468	DKFZP586N1922	_
NM_015437	DKFZP586N0819	_
Contig25526_RC	DKFZP586N0819	_
NM_015400	DKFZP586N0721	_
AL117665	DKFZP586M1824	_
AK000543	DKFZP586M1523	_
NM_015583	DKFZP586M0622	_
AL117458	DKFZP586M0617	_
NM_015425	DKFZP586M0122	_
AL117664	DKFZP586L2024	_
AL050137	DKFZP586L151	_
NM_015462	DKFZP586L0724	_
AL117661	DKFZp586K1924	_
AL050153	DKFZP586K1520	26106
NM_015670	DKFZP586K0919	_
AK000923	DKFZP586K0919	_
AL117662	DKFZP586K0524	_
NM_015537	DKFZP586J1624	_
Contig9963_RC	DKFZP586J0619	_
AJ011306	DKFZP586J0119	_
AF124432	DKFZP586I2223	_
AL050378	DKFZp586I1420	222161
AL050107	DKFZP586I1419	_
AL050131	DKFZP586I111	_
AL050214	DKFZP586H2123	_
NM_017540	DKFZp586H0623	_
AF077036	DKFZP586G1722	_
AL117452	DKFZP586G1517	_
AL117462	DKFZP586G1122	_
AL110277	DKFZp586G0322	_
NM_013386	DKFZp586G0123	_
AL050126	DKFZP586G011	_
AL080209	DKFZP586F2423	_
AL050091	DKFZP586F1918	_
NM_015584	DKFZP586F1524	_
NM_015677	DKFZP586F1318	_
AL050171	DKFZP586F1122	_
NM_016196	DKFZp586F1023	_
AL050102	DKFZP586F1019	_
AL050090	DKFZP586F1018	_
AL137646	DKFZp586F0824	_
AL050201	DKFZP586E1923	_
NM_020425	DKFZP586E1923	_
AL080235	DKFZP586E1621	_
AL133641	DKFZp586E1521	_
AL050101	DKFZP586E1519	_
NM_016457	DKFZP586E0820	_
NM_018561	DKFZP586D2223	_
AK001230	DKFZP586D211	_
AL050100	DKFZP586D0919	_
AL110151	DKFZP586D0824	_
AL117654	DKFZP586D0624	_
AL050197	DKFZP586D0623	_
AL050144	DKFZP586C1620	_
AL050374	DKFZP586C1619	_
AL110147	DKFZP586C1324	_
AL133640	DKFZp586C1021	_
AL137734	DKFZp586C0721	_
AL050143	DKFZP586B2420	_
AL110260	DKFZP586B1621	_
AB033105	DKFZP586B0923	_
AL110261	DKFZP586B0621	_
NM_015456	DKFZP586B0519	_
AL050097	DKFZP586B0319	26069
AF113007	DKFZP586A0522	_
NM_015416	DKFZP586A011	_
AL110217	DKFZP572C163	_
AL096747	DKFZp570I0164	_
AL050084	DKFZP566O1646	_
NM_015510	DKFZP566O084	_
AL133109	DKFZp566N1047	_
AL122044	DKFZp566N034	_
AL110235	DKFZP566K1924	_
AL050040	DKFZP566K0524	_
NM_015485	DKFZP566K023	_
AL122089	DKFZp566J2324	_
NM_015629	DKFZP566J153	_
AL050037	DKFZP566I1024	_
NM_017535	DKFZp566H0824	_
AL050060	DKFZP566H073	_
AL122043	DKFZP566G1424	_
AK001433	DKFZP566F2124	_
AL137518	DKFZp566F0947	94023
AL110240	DKFZP566F084	_
AL050075	DKFZP566F0546	_
NM_015523	DKFZP566E144	_
AL110238	DKFZP566E104	_
NM_015513	DKFZP566D213	_
AF113697	DKFZP566D193	_
AK001285	DKFZP566D193	_
AL110193	DKFZP566D143	_
AL050050	DKFZP566D133	_
NM_015388	DKFZP566C243	_
AB040922	DKFZP566C134	_
AL050028	DKFZP566C0424	_
NM_015509	DKFZP566B183	_
AL122096	DKFZP566B1346	_
AL050071	DKFZP566B0846	_
AL050069	DKFZP566A0946	_
AL049938	DKFZP564P1916	_
AL050015	DKFZP564O243	_
AL117608	DKFZP564O1863	_
AL137517	DKFZp564O1278	_
NM_014043	DKFZP564O123	_
AL050003	DKFZP564O092	_
NM_015393	DKFZP564O0823	_
NM_015420	DKFZP564O0463	_
AL117609	DKFZP564O0463	_
NM_014156	DKFZP564O0463	_
AK001740	DKFZP564O043	_
AB037723	DKFZP564O0423	_
NM_015511	DKFZP564N1363	_
AL080092	DKFZP564N1362	_
AL050297	DKFZp564N123	_
NM_015640	DKFZP564M2423	_
AK000822	DKFZP564M182	_
AL096716	DKFZP564M1462	26101
AF146760	DKFZP564M1416	_
NM_015387	DKFZP564M112	_
NM_014042	DKFZP564M082	_
AL137576	DKFZp564L0864	_
AK000643	DKFZP564L0862	_
NM_014056	DKFZP564K247	_
NM_015421	DKFZP564K2062	_
NM_015544	DKFZP564K1964	_
NM_018457	DKFZP564J157	_
AL080065	DKFZP564J102	_
AL117600	DKFZP564J0863	_
AL049955	DKFZP564J0123	_
AL049946	DKFZP564I1922	_
